date,maxtempC,maxtempF,mintempC,mintempF,avgtempC,avgtempF
2020-03-15,32,90,22,71,29,84
2020-03-16,32,89,21,69,27,81
2020-03-17,32,90,22,71,28,83
2020-03-18,33,91,22,71,28,83
2020-03-19,35,94,24,75,31,87
2020-03-20,34,93,24,75,30,86
2020-03-21,34,93,25,76,30,87
2020-03-22,32,89,24,76,29,84
2020-03-23,31,88,24,75,29,84
2020-03-24,33,92,23,73,30,85
2020-03-25,33,91,22,72,29,84
2020-03-26,32,90,23,74,29,84
2020-03-27,33,91,22,71,29,84
2020-03-28,34,93,23,73,30,87
2020-03-29,34,94,24,75,30,87
2020-03-30,34,93,24,74,30,86
2020-03-31,34,94,24,74,30,86
2020-04-01,35,95,24,75,31,88
2020-04-02,35,94,24,75,31,88
2020-04-03,34,94,24,75,30,87
2020-04-04,34,94,24,75,30,87
2020-04-05,35,95,24,74,31,88
2020-04-06,35,95,24,75,31,88
2020-04-07,34,93,26,78,31,87
2020-04-08,31,88,20,67,27,81
2020-04-09,33,92,25,77,30,85
2020-04-10,33,91,24,75,30,85
2020-04-11,33,92,24,76,30,86
2020-04-12,34,93,24,75,31,87
2020-04-13,35,95,25,77,32,89
2020-04-14,35,95,26,78,31,88
2020-04-15,35,94,25,76,31,88
2020-04-16,35,94,24,74,31,87
2020-04-17,35,95,24,76,31,88
2020-04-18,34,94,25,77,31,88
2020-04-19,35,95,27,80,32,90
2020-04-20,35,95,25,77,31,88
2020-04-21,35,96,25,76,31,88
2020-04-22,36,97,23,74,32,89
2020-04-23,36,98,25,76,32,89
2020-04-24,35,95,26,79,32,89
2020-04-25,34,93,25,77,31,87
2020-04-26,33,92,26,79,31,88
2020-04-27,33,91,25,78,30,86
2020-04-28,33,91,26,78,29,85
2020-04-29,30,86,22,71,27,81
2020-04-30,33,91,23,73,30,87
2020-05-01,34,92,26,79,31,88
2020-05-02,34,92,26,79,31,87
2020-05-03,35,95,27,80,32,90
2020-05-04,35,95,27,80,32,89
2020-05-05,36,97,27,81,33,91
2020-05-06,36,97,27,81,33,91
2020-05-07,36,96,27,81,32,90
2020-05-08,36,96,27,81,33,91
2020-05-09,36,97,28,82,33,91
2020-05-10,36,97,28,82,33,91
2020-05-11,36,96,27,80,32,90
2020-05-12,36,96,26,78,32,90
2020-05-13,36,96,25,77,32,89
2020-05-14,36,98,26,78,32,90
2020-05-15,36,96,27,81,33,91
2020-05-16,35,94,27,80,32,89
2020-05-17,36,98,24,75,32,90
2020-05-18,31,89,26,79,29,84
2020-05-19,33,91,24,75,30,85
2020-05-20,34,93,23,73,29,85
2020-05-21,34,94,23,74,30,86
2020-05-22,36,96,24,76,31,88
2020-05-23,37,98,25,77,32,90
2020-05-24,35,96,25,78,31,88
2020-05-25,34,93,25,78,31,87
2020-05-26,34,93,25,77,31,87
2020-05-27,35,95,26,79,31,88
2020-05-28,34,92,24,75,30,86
2020-05-29,33,92,23,73,29,84
2020-05-30,32,90,17,63,28,83
2020-05-31,33,91,23,73,29,85
2020-06-01,31,88,24,75,28,83
2020-06-02,29,83,23,73,26,79
2020-06-03,28,83,22,71,26,78
2020-06-04,30,87,22,72,27,81
2020-06-05,31,87,22,72,27,81
2020-06-06,31,88,22,71,28,82
2020-06-07,30,87,22,72,27,81
2020-06-08,30,86,22,71,27,80
2020-06-09,30,87,23,74,27,81
2020-06-10,28,83,23,74,26,78
2020-06-11,26,79,22,72,24,76
2020-06-12,25,77,21,70,23,74
2020-06-13,28,82,21,69,25,77
2020-06-14,29,84,21,71,26,79
2020-06-15,30,86,22,72,27,80
2020-06-16,29,85,22,72,26,80
2020-06-17,27,80,22,72,25,77
2020-06-18,29,84,22,72,26,79
2020-06-19,30,86,22,71,27,80
2020-06-20,30,85,22,71,27,80
2020-06-21,29,84,22,72,26,78
2020-06-22,27,80,22,71,25,76
2020-06-23,29,85,21,70,26,79
2020-06-24,29,84,22,72,26,79
2020-06-25,27,81,22,71,25,77
2020-06-26,28,82,22,71,25,78
2020-06-27,28,83,22,72,26,78
2020-06-28,28,82,23,73,26,79
2020-06-29,28,82,22,72,25,77
2020-06-30,24,75,22,71,23,73
2020-07-01,25,76,21,70,23,73
2020-07-02,26,78,21,70,24,75
2020-07-03,23,73,22,71,22,72
2020-07-04,24,74,21,69,22,72
2020-07-05,26,79,21,69,24,74
2020-07-06,28,83,21,70,25,78
2020-07-07,26,80,21,70,25,76
2020-07-08,29,83,21,70,26,78
2020-07-09,27,81,22,72,25,77
2020-07-10,25,76,21,70,23,73
2020-07-11,26,79,21,70,24,75
2020-07-12,26,80,22,71,24,76
2020-07-13,28,82,21,69,25,77
2020-07-14,25,77,22,72,24,75
2020-07-15,25,77,22,71,24,75
2020-07-16,27,81,21,70,25,77
2020-07-17,27,80,21,69,24,76
2020-07-18,25,77,21,70,24,75
2020-07-19,23,74,21,70,22,72
2020-07-20,29,85,21,71,26,79
2020-07-21,30,86,23,74,27,81
2020-07-22,29,85,24,76,27,81
2020-07-23,28,82,24,75,26,79
2020-07-24,27,80,23,73,25,78
2020-07-25,26,79,21,70,24,75
2020-07-26,28,82,21,70,25,77
2020-07-27,27,81,21,70,25,77
2020-07-28,28,82,22,71,25,77
2020-07-29,27,81,22,72,25,77
2020-07-30,27,81,21,70,24,76
2020-07-31,27,81,22,71,25,77
2020-08-01,25,77,22,71,24,75
2020-08-02,24,75,21,70,22,72
2020-08-03,27,80,21,70,24,75
2020-08-04,25,78,21,71,24,74
2020-08-05,26,78,22,71,24,75
2020-08-06,26,79,22,72,24,76
2020-08-07,26,79,22,71,25,76
2020-08-08,24,76,22,71,23,74
2020-08-09,22,72,21,70,22,72
2020-08-10,23,73,21,69,22,72
2020-08-11,26,78,20,68,23,74
2020-08-12,27,80,21,69,25,77
2020-08-13,25,77,21,69,23,74
2020-08-14,26,79,20,68,24,75
2020-08-15,27,80,21,69,24,76
2020-08-16,28,83,21,69,25,77
2020-08-17,26,79,21,70,24,75
2020-08-18,28,82,21,70,25,78
2020-08-19,28,82,21,70,25,77
2020-08-20,27,81,21,70,25,77
2020-08-21,29,84,21,70,26,78
2020-08-22,29,84,22,71,26,79
2020-08-23,28,83,21,70,25,78
2020-08-24,28,82,22,71,25,78
2020-08-25,29,83,22,72,26,79
2020-08-26,28,82,23,74,26,79
2020-08-27,29,83,22,72,26,79
2020-08-28,29,85,21,70,26,79
2020-08-29,30,86,22,72,27,81
2020-08-30,30,86,21,70,26,80
2020-08-31,28,82,22,71,26,78
2020-09-01,27,80,22,72,25,77
2020-09-02,27,81,22,72,25,78
2020-09-03,28,82,23,73,26,78
2020-09-04,29,84,22,72,26,79
2020-09-05,29,84,23,73,27,80
2020-09-06,28,82,23,74,26,79
2020-09-07,27,80,22,71,25,76
2020-09-08,28,82,21,70,25,77
2020-09-09,28,82,22,72,26,78
2020-09-10,26,80,21,70,24,76
2020-09-11,23,73,21,70,22,72
2020-09-12,24,75,21,69,22,72
2020-09-13,23,74,21,69,22,71
2020-09-14,24,75,20,68,22,71
2020-09-15,26,78,19,66,24,74
2020-09-16,26,79,20,69,24,75
2020-09-17,25,78,21,69,24,75
2020-09-18,27,80,21,70,25,76
2020-09-19,25,78,21,69,23,74
2020-09-20,22,71,21,69,21,70
2020-09-21,25,76,21,69,23,74
2020-09-22,26,79,20,69,23,74
2020-09-23,27,80,20,67,24,75
2020-09-24,27,81,20,68,25,76
2020-09-25,27,81,21,69,25,77
2020-09-26,24,75,21,70,23,73
2020-09-27,26,78,21,70,24,75
2020-09-28,27,80,21,69,24,76
2020-09-29,27,80,21,70,24,76
2020-09-30,22,72,20,68,21,70
2020-10-01,25,78,20,68,23,73
2020-10-02,27,80,20,69,24,76
2020-10-03,26,78,21,70,24,75
2020-10-04,26,79,20,68,24,75
2020-10-05,27,80,20,67,24,76
2020-10-06,28,82,21,69,25,77
2020-10-07,28,82,21,71,26,78
2020-10-08,29,84,22,72,27,80
2020-10-09,28,83,23,73,26,79
2020-10-10,27,80,21,70,25,76
2020-10-11,20,68,19,66,20,68
2020-10-12,23,74,19,67,22,72
2020-10-13,24,76,20,67,22,72
2020-10-14,25,76,19,67,22,72
2020-10-15,25,77,19,66,23,73
2020-10-16,26,79,19,66,24,75
2020-10-17,27,81,20,68,25,77
2020-10-18,27,80,22,71,25,76
2020-10-19,27,80,21,70,25,76
2020-10-20,24,75,21,69,22,72
2020-10-21,26,79,21,69,24,75
2020-10-22,25,78,20,69,23,74
2020-10-23,25,76,21,69,23,73
2020-10-24,27,80,20,69,24,75
2020-10-25,27,80,19,66,24,75
2020-10-26,28,82,21,70,25,77
2020-10-27,27,80,21,70,25,76
2020-10-28,26,80,20,69,24,75
2020-10-29,26,79,20,68,24,75
2020-10-30,27,80,20,68,24,76
2020-10-31,27,81,20,68,25,77
2020-11-01,28,82,21,69,25,77
2020-11-02,28,82,21,70,26,78
2020-11-03,27,81,21,69,25,77
2020-11-04,27,81,21,70,25,77
2020-11-05,27,81,21,69,25,77
2020-11-06,27,80,21,69,24,76
2020-11-07,26,79,20,69,24,75
2020-11-08,25,78,20,69,24,74
2020-11-09,26,78,20,68,23,74
2020-11-10,26,78,18,65,23,73
2020-11-11,26,79,17,63,22,72
2020-11-12,26,79,20,68,24,74
2020-11-13,25,78,21,69,23,74
2020-11-14,26,79,20,69,24,75
2020-11-15,25,76,19,66,23,73
2020-11-16,26,79,21,70,24,75
2020-11-17,25,77,20,67,23,73
2020-11-18,26,79,19,67,23,74
2020-11-19,26,78,19,66,23,74
2020-11-20,26,78,20,67,23,74
2020-11-21,25,78,18,65,23,74
2020-11-22,25,78,17,63,23,73
2020-11-23,25,77,20,67,23,73
2020-11-24,25,76,19,66,22,72
2020-11-25,21,69,18,65,20,68
2020-11-26,20,68,15,58,20,67
2020-11-27,20,68,16,61,19,67
2020-11-28,23,73,18,65,21,70
2020-11-29,25,76,19,66,23,73
2020-11-30,25,76,19,66,22,72
2020-12-01,24,76,17,63,22,71
2020-12-02,25,77,17,63,22,72
2020-12-03,22,72,19,66,21,70
2020-12-04,25,78,20,68,23,74
2020-12-05,24,75,20,67,23,73
2020-12-06,25,77,20,68,23,73
2020-12-07,25,77,20,68,23,73
2020-12-08,25,77,21,69,23,73
2020-12-09,25,77,20,67,23,73
2020-12-10,24,76,18,64,22,71
2020-12-11,26,78,17,62,22,72
2020-12-12,26,78,16,62,22,72
2020-12-13,28,82,18,64,24,75
2020-12-14,27,80,17,62,23,73
2020-12-15,24,75,16,61,21,70
2020-12-16,25,76,18,64,22,72
2020-12-17,25,77,19,66,23,73
2020-12-18,26,78,18,65,23,73
2020-12-19,25,76,18,64,22,72
2020-12-20,24,75,18,64,21,71
2020-12-21,24,74,17,62,21,69
2020-12-22,24,76,15,59,21,70
2020-12-23,25,77,16,61,22,71
2020-12-24,26,79,17,63,23,73
2020-12-25,25,78,17,62,22,71
2020-12-26,27,80,16,61,23,73
2020-12-27,27,80,17,63,23,73
2020-12-28,26,80,18,65,23,74
2020-12-29,26,79,17,63,23,73
2020-12-30,26,79,18,65,23,74
2020-12-31,24,76,18,65,22,71
2021-01-01,25,77,16,61,21,70
2021-01-02,25,78,15,60,22,71
2021-01-03,26,78,19,66,23,73
2021-01-04,26,79,19,66,23,73
2021-01-05,25,78,18,65,23,73
2021-01-06,24,76,20,69,22,72
2021-01-07,26,78,20,69,23,74
2021-01-08,26,78,20,69,24,75
2021-01-09,26,79,20,68,24,74
2021-01-10,26,78,19,66,23,73
2021-01-11,27,80,20,67,24,75
2021-01-12,27,80,19,67,24,75
2021-01-13,26,79,18,64,23,73
2021-01-14,26,78,18,64,23,73
2021-01-15,27,81,19,67,24,75
2021-01-16,27,81,19,66,24,75
2021-01-17,28,83,19,66,25,76
2021-01-18,27,81,18,64,23,74
2021-01-19,27,81,17,63,23,74
2021-01-20,30,85,20,67,26,79
2021-01-21,33,91,21,69,28,82
2021-01-22,30,86,20,69,26,79
2021-01-23,29,84,19,67,25,77
2021-01-24,29,84,18,65,25,77
2021-01-25,28,82,18,64,24,76
2021-01-26,28,83,19,65,25,77
2021-01-27,28,82,17,63,24,75
2021-01-28,28,82,16,62,23,74
2021-01-29,28,82,16,60,23,73
2021-01-30,30,85,18,64,25,77
2021-01-31,29,83,18,65,25,77
2021-02-01,28,82,18,64,24,75
2021-02-02,27,81,18,64,24,75
2021-02-03,27,81,18,64,24,75
2021-02-04,28,82,17,63,24,75
2021-02-05,30,87,17,63,26,78
2021-02-06,29,85,17,63,25,78
2021-02-07,29,84,18,64,25,77
2021-02-08,28,83,18,64,25,76
2021-02-09,28,83,16,60,24,75
2021-02-10,29,84,17,62,25,76
2021-02-11,30,85,17,63,25,78
2021-02-12,30,85,17,63,25,78
2021-02-13,31,89,16,61,26,79
2021-02-14,33,92,19,66,28,83
2021-02-15,32,90,19,65,28,82
2021-02-16,33,91,19,65,28,82
2021-02-17,31,87,19,66,27,80
2021-02-18,29,85,17,63,25,77
2021-02-19,28,83,17,63,24,75
2021-02-20,26,79,19,66,23,74
2021-02-21,27,80,19,67,24,75
2021-02-22,29,84,19,66,25,77
2021-02-23,29,85,20,67,26,78
2021-02-24,30,86,21,70,27,80
2021-02-25,31,88,22,72,28,83
2021-02-26,32,90,23,73,29,84
2021-02-27,33,92,24,74,30,85
2021-02-28,32,90,23,74,29,84
2021-03-01,31,89,23,74,28,83
2021-03-02,32,89,22,72,28,82
2021-03-03,31,88,22,71,28,82
2021-03-04,30,86,21,69,26,80
2021-03-05,32,89,20,68,27,81
2021-03-06,34,92,22,71,29,85
2021-03-07,33,92,23,73,30,85
2021-03-08,32,90,22,72,28,83
2021-03-09,32,89,20,67,28,82
2021-03-10,32,89,21,69,28,82
2021-03-11,31,89,21,69,27,81
2021-03-12,32,89,21,70,28,82
2021-03-13,31,87,20,67,26,80
2021-03-14,32,89,21,69,28,82
2021-03-15,32,90,20,69,28,82
2021-03-16,33,91,21,69,29,84
2021-03-17,32,90,22,72,29,83
2021-03-18,33,91,21,70,29,83
2021-03-19,33,91,21,70,29,83
2021-03-20,34,92,21,70,29,84
2021-03-21,34,92,22,72,29,84
2021-03-22,34,92,23,73,30,85
2021-03-23,34,92,21,70,29,85
2021-03-24,34,94,24,75,30,87
2021-03-25,34,94,23,73,30,86
2021-03-26,35,95,23,73,31,87
2021-03-27,36,96,23,74,32,89
2021-03-28,36,97,24,75,32,89
2021-03-29,35,94,24,74,31,87
2021-03-30,36,97,24,75,31,88
2021-03-31,36,97,25,77,32,89
2021-04-01,35,95,22,72,31,87
2021-04-02,35,95,22,72,30,87
2021-04-03,38,101,23,73,32,90
2021-04-04,35,95,23,74,31,88
2021-04-05,36,96,25,77,32,89
2021-04-06,35,96,25,76,32,89
2021-04-07,36,96,25,78,32,89
2021-04-08,35,96,25,76,31,88
2021-04-09,35,95,25,77,31,88
2021-04-10,34,94,24,75,31,87
2021-04-11,34,94,23,73,30,87
2021-04-12,34,93,23,74,30,86
2021-04-13,34,92,24,75,30,86
2021-04-14,34,94,25,77,30,87
2021-04-15,29,83,23,73,26,78
2021-04-16,33,91,23,73,29,84
2021-04-17,34,93,25,78,31,88
2021-04-18,34,93,25,77,30,87
2021-04-19,32,90,22,71,28,82
2021-04-20,32,89,22,71,28,82
2021-04-21,34,94,24,76,31,88
2021-04-22,33,91,26,78,30,86
2021-04-23,31,88,21,70,28,83
2021-04-24,32,90,23,73,29,84
2021-04-25,34,93,25,76,31,88
2021-04-26,35,94,26,79,31,88
2021-04-27,34,94,26,79,31,88
2021-04-28,34,93,26,79,31,88
2021-04-29,35,94,25,77,31,88
2021-04-30,35,95,25,77,31,89
2021-05-01,35,94,26,78,31,88
2021-05-02,35,94,26,78,31,88
2021-05-03,35,94,25,77,31,88
2021-05-04,34,94,26,78,31,88
2021-05-05,33,92,26,78,31,87
2021-05-06,33,92,26,79,31,87
2021-05-07,33,91,25,78,30,86
2021-05-08,34,92,25,77,30,87
2021-05-09,35,94,26,79,31,88
2021-05-10,33,91,26,79,30,86
2021-05-11,33,92,26,79,30,85
2021-05-12,31,87,17,63,27,80
2021-05-13,31,88,24,74,28,82
2021-05-14,33,92,25,78,30,86
2021-05-15,25,78,20,68,24,75
2021-05-16,26,78,22,71,24,75
2021-05-17,29,85,22,71,26,79
2021-05-18,30,86,24,75,28,82
2021-05-19,33,91,23,74,29,84
2021-05-20,30,86,22,72,27,81
2021-05-21,23,73,21,70,22,72
2021-05-22,27,80,21,70,24,76
2021-05-23,28,83,21,70,26,78
2021-05-24,30,85,22,72,27,80
2021-05-25,27,81,22,71,25,77
2021-05-26,29,84,19,65,26,78
2021-05-27,29,85,21,69,26,79
2021-05-28,31,87,21,70,27,81
2021-05-29,31,87,22,71,28,82
2021-05-30,32,89,22,72,28,82
2021-05-31,32,90,22,72,28,83
2021-06-01,32,90,22,72,28,83
2021-06-02,33,91,23,73,29,84
2021-06-03,28,82,24,74,27,80
2021-06-04,30,86,23,74,28,82
2021-06-05,27,80,21,69,24,76
2021-06-06,30,85,21,71,26,79
2021-06-07,30,86,22,72,27,80
2021-06-08,29,85,22,72,27,80
2021-06-09,29,85,22,72,26,80
2021-06-10,29,84,22,72,26,79
2021-06-11,28,82,22,71,25,77
2021-06-12,28,82,21,71,25,77
2021-06-13,26,79,21,69,24,75
2021-06-14,25,77,21,70,23,74
2021-06-15,27,81,21,70,25,77
2021-06-16,27,80,20,68,24,76
2021-06-17,28,82,20,69,25,77
2021-06-18,29,84,20,68,26,78
2021-06-19,29,84,20,69,26,78
2021-06-20,27,81,20,68,25,77
2021-06-21,28,82,20,69,25,77
2021-06-22,30,87,22,71,27,81
2021-06-23,31,88,23,73,28,82
2021-06-24,29,83,22,72,26,79
2021-06-25,30,87,21,70,27,80
2021-06-26,31,87,22,71,27,81
2021-06-27,28,82,23,73,25,78
2021-06-28,28,82,23,73,26,79
2021-06-29,30,87,23,73,27,81
2021-06-30,29,85,24,75,27,81
2021-07-01,28,83,23,74,26,79
