date,maxtempC,maxtempF,mintempC,mintempF,avgtempC,avgtempF
2013-01-04,31,87,19,67,27,80
2013-01-05,31,87,19,65,26,79
2013-01-06,30,87,19,66,26,79
2013-01-07,30,86,18,64,26,78
2013-01-08,31,87,18,65,26,80
2013-01-09,29,85,19,66,25,78
2013-01-10,30,86,18,64,26,78
2013-01-11,29,85,16,61,25,77
2013-01-12,29,83,16,60,25,77
2013-01-13,30,85,18,64,25,77
2013-01-14,30,85,17,63,25,77
2013-01-15,29,85,17,63,25,76
2013-01-16,29,83,15,59,24,75
2013-01-17,28,82,14,58,23,74
2013-01-18,30,85,15,58,24,76
2013-01-19,30,85,16,62,25,77
2013-01-20,32,89,16,60,26,79
2013-01-21,30,86,18,64,25,78
2013-01-22,29,84,16,61,24,76
2013-01-23,29,84,15,59,24,76
2013-01-24,30,86,15,58,25,77
2013-01-25,29,84,15,58,24,75
2013-01-26,28,83,15,59,24,75
2013-01-27,29,85,16,61,25,76
2013-01-28,30,86,15,60,25,78
2013-01-29,30,85,16,62,25,78
2013-01-30,29,85,17,62,25,77
2013-01-31,29,84,16,61,24,76
2013-02-01,29,83,15,59,24,75
2013-02-02,29,84,16,61,24,76
2013-02-03,30,85,17,62,25,77
2013-02-04,30,86,17,62,26,78
2013-02-05,30,86,18,64,25,77
2013-02-06,30,86,19,67,26,79
2013-02-07,31,88,19,66,28,82
2013-02-08,32,90,20,68,28,83
2013-02-09,31,88,20,68,27,80
2013-02-10,31,87,17,62,26,78
2013-02-11,29,83,16,61,25,76
2013-02-12,31,87,19,65,26,79
2013-02-13,30,87,18,65,26,79
2013-02-14,27,81,18,65,24,76
2013-02-15,22,72,19,66,21,70
2013-02-16,26,79,19,65,24,75
2013-02-17,29,85,19,66,26,79
2013-02-18,27,81,21,70,25,78
2013-02-19,30,85,20,68,26,79
2013-02-20,30,87,19,66,26,79
2013-02-21,31,87,17,63,27,80
2013-02-22,30,86,17,63,26,78
2013-02-23,31,87,19,66,26,80
2013-02-24,31,88,19,65,27,80
2013-02-25,31,87,19,66,26,80
2013-02-26,31,87,19,65,27,80
2013-02-27,32,89,19,65,28,82
2013-02-28,32,89,19,67,28,82
2013-03-01,32,90,20,68,28,82
2013-03-02,32,89,19,67,28,82
2013-03-03,32,90,20,67,28,82
2013-03-04,32,90,19,65,28,82
2013-03-05,31,88,20,67,28,82
2013-03-06,29,84,20,69,26,79
2013-03-07,29,84,21,70,26,79
2013-03-08,31,87,20,68,28,82
2013-03-09,32,90,21,69,29,84
2013-03-10,33,91,21,70,30,85
2013-03-11,33,92,22,71,30,86
2013-03-12,35,94,22,72,31,87
2013-03-13,34,93,22,72,31,87
2013-03-14,33,91,22,71,29,84
2013-03-15,33,91,21,69,29,84
2013-03-16,32,89,20,69,28,83
2013-03-17,34,92,21,70,30,85
2013-03-18,34,93,21,70,30,86
2013-03-19,35,94,21,71,31,88
2013-03-20,34,93,22,71,31,88
2013-03-21,35,95,21,71,31,88
2013-03-22,37,98,22,72,32,90
2013-03-23,34,92,23,73,30,86
2013-03-24,34,94,21,70,30,86
2013-03-25,36,98,22,71,32,90
2013-03-26,37,99,24,76,33,92
2013-03-27,38,100,25,76,33,91
2013-03-28,36,97,25,77,32,90
2013-03-29,36,97,24,75,32,90
2013-03-30,38,100,25,76,33,92
2013-03-31,34,94,25,77,31,89
2013-04-01,36,97,24,76,32,89
2013-04-02,34,93,25,77,31,88
2013-04-03,34,93,25,78,32,89
2013-04-04,36,96,25,76,32,90
2013-04-05,37,98,25,78,33,91
2013-04-06,35,96,25,77,32,90
2013-04-07,37,99,25,77,34,93
2013-04-08,35,95,26,78,31,88
2013-04-09,34,94,25,77,32,90
2013-04-10,35,96,25,77,32,89
2013-04-11,36,97,24,76,33,91
2013-04-12,37,98,25,77,32,90
2013-04-13,36,97,24,75,32,90
2013-04-14,39,101,24,75,34,93
2013-04-15,34,93,25,77,32,89
2013-04-16,36,96,23,73,32,90
2013-04-17,38,100,24,76,34,93
2013-04-18,34,94,25,76,32,89
2013-04-19,34,93,24,75,31,87
2013-04-20,35,95,24,75,32,89
2013-04-21,37,98,24,75,32,90
2013-04-22,33,91,24,76,30,86
2013-04-23,34,92,25,77,31,88
2013-04-24,34,94,25,76,31,87
2013-04-25,32,90,25,78,30,86
2013-04-26,32,90,24,76,31,87
2013-04-27,34,92,24,76,31,88
2013-04-28,34,92,25,76,31,88
2013-04-29,34,93,24,75,31,88
2013-04-30,36,98,24,76,33,91
2013-05-01,36,96,25,77,32,90
2013-05-02,38,101,25,77,34,94
2013-05-03,34,93,24,76,32,90
2013-05-04,35,96,26,79,32,90
2013-05-05,35,94,24,75,32,89
2013-05-06,36,97,25,78,33,91
2013-05-07,36,97,26,79,33,91
2013-05-08,39,101,25,76,34,93
2013-05-09,36,97,24,76,33,92
2013-05-10,36,97,25,77,33,92
2013-05-11,35,95,25,77,33,91
2013-05-12,35,94,24,75,31,88
2013-05-13,33,92,25,77,31,88
2013-05-14,32,89,22,72,29,84
2013-05-15,35,95,22,72,31,88
2013-05-16,35,96,23,73,32,90
2013-05-17,37,98,25,76,33,92
2013-05-18,36,97,25,77,33,91
2013-05-19,36,97,25,76,33,92
2013-05-20,39,101,24,74,33,91
2013-05-21,36,96,23,74,32,90
2013-05-22,35,95,23,73,31,88
2013-05-23,36,97,23,73,32,89
2013-05-24,35,94,22,71,31,87
2013-05-25,35,95,22,72,30,86
2013-05-26,30,85,22,71,28,82
2013-05-27,33,92,23,73,29,84
2013-05-28,32,90,22,72,28,83
2013-05-29,29,85,23,73,27,80
2013-05-30,30,87,22,72,27,81
2013-05-31,29,85,22,71,27,80
2013-06-01,26,79,21,70,24,75
2013-06-02,26,78,21,69,23,73
2013-06-03,26,78,20,68,23,73
2013-06-04,30,86,19,67,27,80
2013-06-05,31,88,21,70,28,82
2013-06-06,31,88,22,71,27,81
2013-06-07,29,84,21,70,26,79
2013-06-08,29,84,20,68,25,77
2013-06-09,28,83,20,68,26,79
2013-06-10,31,87,20,68,27,80
2013-06-11,29,83,21,70,25,76
2013-06-12,27,80,19,67,23,74
2013-06-13,30,85,19,66,26,78
2013-06-14,29,84,20,67,26,78
2013-06-15,30,85,20,67,26,79
2013-06-16,29,84,20,69,26,80
2013-06-17,29,83,20,67,26,78
2013-06-18,26,78,20,68,24,76
2013-06-19,28,83,21,69,26,79
2013-06-20,30,85,20,68,27,80
2013-06-21,31,88,20,67,27,81
2013-06-22,30,86,21,70,27,80
2013-06-23,29,83,20,69,26,78
2013-06-24,26,79,20,68,25,76
2013-06-25,29,83,20,68,26,79
2013-06-26,29,85,20,68,27,80
2013-06-27,30,86,20,68,27,80
2013-06-28,32,89,20,69,27,81
2013-06-29,28,83,20,68,25,77
2013-06-30,29,85,19,67,26,79
2013-07-01,30,86,20,69,27,80
2013-07-02,28,82,20,69,25,78
2013-07-03,29,84,20,69,25,78
2013-07-04,29,84,20,68,26,79
2013-07-05,30,85,20,68,27,80
2013-07-06,30,86,21,69,27,81
2013-07-07,27,81,20,68,25,77
2013-07-08,29,83,20,68,25,78
2013-07-09,28,83,20,68,26,78
2013-07-10,29,83,20,67,25,78
2013-07-11,26,79,20,67,24,76
2013-07-12,27,81,20,68,25,77
2013-07-13,28,83,20,68,26,78
2013-07-14,30,85,19,67,27,80
2013-07-15,31,88,20,68,27,80
2013-07-16,29,84,21,69,26,79
2013-07-17,27,80,20,68,24,76
2013-07-18,25,78,20,68,24,74
2013-07-19,26,78,19,67,23,74
2013-07-20,26,78,19,67,24,75
2013-07-21,26,78,20,67,24,75
2013-07-22,27,80,20,68,24,75
2013-07-23,25,76,19,66,23,73
2013-07-24,24,75,20,67,22,72
2013-07-25,27,81,19,67,24,76
2013-07-26,26,79,19,67,24,75
2013-07-27,27,80,19,67,25,77
2013-07-28,29,83,20,68,26,78
2013-07-29,27,80,20,68,24,75
2013-07-30,26,78,19,66,24,74
2013-07-31,27,80,19,66,24,75
2013-08-01,24,75,19,66,23,73
2013-08-02,28,82,19,66,25,77
2013-08-03,28,83,19,67,25,78
2013-08-04,28,82,20,67,26,78
2013-08-05,27,81,20,69,25,77
2013-08-06,28,83,20,67,25,76
2013-08-07,27,81,19,66,25,77
2013-08-08,30,85,19,67,26,79
2013-08-09,28,83,20,68,26,78
2013-08-10,29,84,20,67,26,79
2013-08-11,30,86,21,69,27,80
2013-08-12,29,84,20,69,26,79
2013-08-13,29,85,21,69,26,79
2013-08-14,28,82,20,68,25,77
2013-08-15,27,81,20,67,24,76
2013-08-16,25,77,21,69,24,75
2013-08-17,25,76,20,68,22,72
2013-08-18,27,81,19,65,25,77
2013-08-19,25,78,20,67,24,75
2013-08-20,29,85,19,67,25,77
2013-08-21,27,81,20,68,24,76
2013-08-22,28,82,19,66,25,76
2013-08-23,29,84,19,66,26,78
2013-08-24,29,83,18,65,26,78
2013-08-25,30,86,19,67,26,79
2013-08-26,31,87,20,67,27,80
2013-08-27,31,87,20,68,27,81
2013-08-28,31,88,21,69,27,81
2013-08-29,31,87,21,70,27,81
2013-08-30,31,88,21,70,28,82
2013-08-31,31,88,23,73,28,83
2013-09-01,31,89,22,72,28,83
2013-09-02,31,89,22,72,28,83
2013-09-03,28,82,21,70,25,78
2013-09-04,29,84,20,67,25,78
2013-09-05,28,82,20,68,25,76
2013-09-06,27,81,20,68,24,74
2013-09-07,27,80,20,68,24,75
2013-09-08,26,78,21,69,24,74
2013-09-09,27,80,20,67,23,74
2013-09-10,28,83,19,67,25,77
2013-09-11,27,81,20,68,24,76
2013-09-12,27,81,20,69,24,75
2013-09-13,27,80,21,69,25,76
2013-09-14,29,84,20,69,26,78
2013-09-15,29,85,20,68,26,78
2013-09-16,29,83,20,67,26,78
2013-09-17,28,82,20,68,25,76
2013-09-18,26,78,20,67,23,74
2013-09-19,28,82,19,67,25,77
2013-09-20,26,79,19,66,24,75
2013-09-21,25,77,19,67,23,73
2013-09-22,29,83,18,65,24,76
2013-09-23,29,84,18,64,25,77
2013-09-24,28,82,18,65,25,77
2013-09-25,30,85,18,65,26,78
2013-09-26,31,87,19,65,26,79
2013-09-27,31,87,20,67,27,80
2013-09-28,30,86,20,67,27,80
2013-09-29,29,84,19,65,26,78
2013-09-30,28,82,18,65,24,76
2013-10-01,28,83,19,67,25,77
2013-10-02,27,81,19,67,25,76
2013-10-03,29,84,19,66,25,77
2013-10-04,30,85,18,64,25,78
2013-10-05,29,85,16,61,25,77
2013-10-06,30,86,18,65,25,78
2013-10-07,30,86,19,66,26,79
2013-10-08,29,83,20,68,25,78
2013-10-09,27,81,20,69,24,76
2013-10-10,28,82,19,66,25,77
2013-10-11,29,83,19,67,25,77
2013-10-12,28,82,18,64,24,76
2013-10-13,29,84,19,65,25,77
2013-10-14,29,83,19,66,25,78
2013-10-15,28,83,20,68,26,78
2013-10-16,29,83,20,69,26,78
2013-10-17,29,84,20,67,26,79
2013-10-18,30,85,19,67,26,78
2013-10-19,29,85,18,65,25,77
2013-10-20,26,78,18,65,23,74
2013-10-21,25,78,18,64,22,71
2013-10-22,21,69,19,65,20,68
2013-10-23,26,79,20,67,23,73
2013-10-24,28,82,20,67,24,75
2013-10-25,26,78,20,68,23,74
2013-10-26,27,80,21,69,24,75
2013-10-27,28,83,19,67,25,76
2013-10-28,27,80,20,68,24,74
2013-10-29,29,83,20,68,25,77
2013-10-30,27,81,19,66,25,76
2013-10-31,28,83,18,65,25,77
2013-11-01,29,83,19,65,25,76
2013-11-02,29,83,20,68,25,77
2013-11-03,27,80,19,67,24,75
2013-11-04,27,80,19,67,24,75
2013-11-05,27,80,18,65,23,74
2013-11-06,27,81,18,64,23,74
2013-11-07,28,83,18,64,24,75
2013-11-08,28,82,18,65,24,74
2013-11-09,28,82,16,61,23,74
2013-11-10,28,82,16,60,24,75
2013-11-11,28,82,17,63,24,74
2013-11-12,26,79,18,64,23,74
2013-11-13,28,82,17,63,23,74
2013-11-14,28,82,17,62,23,74
2013-11-15,26,79,15,60,22,72
2013-11-16,22,72,16,61,20,67
2013-11-17,27,80,18,65,23,73
2013-11-18,26,79,19,66,23,73
2013-11-19,28,83,17,63,24,75
2013-11-20,28,82,17,63,24,75
2013-11-21,29,84,17,63,25,77
2013-11-22,29,84,17,63,25,77
2013-11-23,29,85,17,63,25,78
2013-11-24,28,82,18,65,24,76
2013-11-25,28,83,17,63,25,77
2013-11-26,29,83,19,66,25,77
2013-11-27,28,82,19,66,25,76
2013-11-28,27,80,18,64,23,73
2013-11-29,28,82,16,61,24,75
2013-11-30,29,84,18,64,24,76
2013-12-01,27,81,19,65,24,75
2013-12-02,27,80,19,66,23,74
2013-12-03,26,80,18,64,23,73
2013-12-04,26,79,16,60,23,73
2013-12-05,26,79,15,60,22,72
2013-12-06,26,80,16,60,22,72
2013-12-07,26,79,16,61,22,71
2013-12-08,27,81,16,61,23,74
2013-12-09,28,82,17,62,23,74
2013-12-10,28,82,16,60,23,73
2013-12-11,28,83,16,61,23,74
2013-12-12,26,79,17,62,22,72
2013-12-13,26,79,18,64,23,74
2013-12-14,28,82,19,65,24,76
2013-12-15,29,84,18,64,25,76
2013-12-16,27,80,15,59,22,72
2013-12-17,26,78,14,56,21,71
2013-12-18,26,79,14,56,21,70
2013-12-19,28,82,14,56,23,74
2013-12-20,29,85,15,58,25,76
2013-12-21,29,83,16,60,24,74
2013-12-22,26,79,14,58,22,71
2013-12-23,26,78,16,61,21,71
2013-12-24,25,76,15,59,21,70
2013-12-25,27,80,15,58,22,72
2013-12-26,27,81,14,58,23,73
2013-12-27,27,80,14,57,22,71
2013-12-28,26,78,15,59,22,71
2013-12-29,27,80,14,57,22,72
2013-12-30,27,80,14,57,22,72
2013-12-31,25,77,14,58,21,70
2014-01-01,22,72,17,62,20,69
2014-01-02,26,79,16,60,22,72
2014-01-03,27,81,15,58,23,73
2014-01-04,27,80,17,62,23,74
2014-01-05,29,85,16,60,24,76
2014-01-06,30,85,18,65,25,77
2014-01-07,28,82,16,60,24,75
2014-01-08,27,80,14,58,23,73
2014-01-09,28,82,15,59,23,74
2014-01-10,28,83,17,62,24,75
2014-01-11,29,84,16,60,24,76
2014-01-12,29,85,16,61,25,76
2014-01-13,29,83,16,62,25,76
2014-01-14,28,82,17,63,24,75
2014-01-15,28,82,16,61,24,75
2014-01-16,28,82,16,61,24,75
2014-01-17,27,81,18,64,24,75
2014-01-18,28,82,16,60,24,74
2014-01-19,27,81,15,60,23,74
2014-01-20,27,81,17,63,23,74
2014-01-21,26,80,15,59,22,72
2014-01-22,26,80,15,59,22,72
2014-01-23,28,82,16,60,23,73
2014-01-24,29,83,17,63,24,76
2014-01-25,28,83,15,60,24,74
2014-01-26,27,81,15,60,23,73
2014-01-27,27,80,14,57,23,73
2014-01-28,28,82,15,59,23,73
2014-01-29,28,82,15,58,24,74
2014-01-30,28,83,16,60,24,75
2014-01-31,29,84,16,61,24,76
2014-02-01,28,82,16,60,24,75
2014-02-02,29,84,18,65,24,76
2014-02-03,31,87,17,63,26,78
2014-02-04,31,89,18,65,27,81
2014-02-05,32,90,18,65,28,82
2014-02-06,32,89,18,64,27,81
2014-02-07,31,88,17,63,26,79
2014-02-08,32,89,17,63,27,81
2014-02-09,32,89,18,64,28,82
2014-02-10,32,90,18,65,28,82
2014-02-11,31,88,18,65,27,80
2014-02-12,30,86,18,64,26,79
2014-02-13,30,85,18,64,26,79
2014-02-14,30,86,19,65,27,80
2014-02-15,30,86,20,67,27,81
2014-02-16,30,86,20,67,28,82
2014-02-17,31,89,20,69,28,82
2014-02-18,29,83,19,67,26,79
2014-02-19,29,84,19,66,25,78
2014-02-20,29,84,18,65,26,78
2014-02-21,31,88,19,65,27,81
2014-02-22,31,87,20,67,27,80
2014-02-23,31,87,19,66,26,79
2014-02-24,30,85,16,62,25,77
2014-02-25,28,82,20,67,24,76
2014-02-26,31,88,17,63,26,79
2014-02-27,33,91,19,66,28,83
2014-02-28,31,87,20,67,27,81
2014-03-01,29,84,19,67,26,78
2014-03-02,31,88,21,69,28,82
2014-03-03,28,83,20,67,25,77
2014-03-04,28,82,19,65,25,77
2014-03-05,29,83,18,65,25,76
2014-03-06,30,87,19,67,26,79
2014-03-07,28,83,19,66,25,77
2014-03-08,30,87,18,64,26,79
2014-03-09,30,86,19,65,26,79
2014-03-10,29,85,20,68,26,78
2014-03-11,30,86,18,64,26,79
2014-03-12,31,87,18,64,26,80
2014-03-13,31,87,18,64,27,80
2014-03-14,32,89,19,65,28,82
2014-03-15,32,90,17,63,28,83
2014-03-16,32,90,18,64,28,83
2014-03-17,33,91,20,68,29,84
2014-03-18,34,93,20,69,30,86
2014-03-19,34,93,21,69,30,86
2014-03-20,34,94,23,73,31,87
2014-03-21,36,96,22,72,32,90
2014-03-22,34,92,23,74,31,87
2014-03-23,34,94,22,72,30,87
2014-03-24,33,92,21,70,30,85
2014-03-25,34,93,20,68,30,85
2014-03-26,34,92,20,68,30,85
2014-03-27,34,93,18,65,30,86
2014-03-28,35,94,22,71,31,87
2014-03-29,36,96,23,73,32,89
2014-03-30,36,96,24,74,32,90
2014-03-31,37,99,24,75,32,90
2014-04-01,38,100,23,74,34,93
2014-04-02,39,101,24,76,34,94
2014-04-03,36,97,23,74,32,90
2014-04-04,35,95,23,73,31,88
2014-04-05,36,97,22,72,32,90
2014-04-06,36,96,23,73,32,89
2014-04-07,37,98,24,75,33,91
2014-04-08,38,101,24,74,33,91
2014-04-09,35,95,26,78,32,89
2014-04-10,36,97,26,79,32,89
2014-04-11,37,98,24,74,33,92
2014-04-12,36,96,26,78,31,87
2014-04-13,34,93,23,74,31,88
2014-04-14,33,91,23,74,30,87
2014-04-15,34,94,24,74,31,88
2014-04-16,34,94,24,75,32,89
2014-04-17,37,98,24,75,33,91
2014-04-18,35,96,25,77,33,91
2014-04-19,37,98,24,76,33,92
2014-04-20,36,97,25,77,32,90
2014-04-21,36,96,24,75,32,89
2014-04-22,36,96,22,72,32,89
2014-04-23,37,98,25,76,33,91
2014-04-24,37,99,25,78,34,92
2014-04-25,39,101,27,80,35,95
2014-04-26,37,99,26,79,34,93
2014-04-27,35,95,26,79,33,91
2014-04-28,35,95,25,78,33,91
2014-04-29,38,100,25,76,34,93
2014-04-30,37,98,26,78,33,91
2014-05-01,36,98,26,78,33,91
2014-05-02,34,94,25,77,32,90
2014-05-03,36,97,25,76,33,91
2014-05-04,34,93,25,76,31,87
2014-05-05,32,90,23,73,29,85
2014-05-06,33,91,23,73,29,84
2014-05-07,28,82,23,73,25,77
2014-05-08,28,83,21,70,25,76
2014-05-09,30,86,21,70,27,80
2014-05-10,34,94,21,70,30,85
2014-05-11,33,92,23,74,31,88
2014-05-12,37,99,25,76,33,92
2014-05-13,35,95,25,76,32,89
2014-05-14,34,92,24,74,32,89
2014-05-15,35,95,23,74,32,90
2014-05-16,36,97,23,74,33,91
2014-05-17,35,94,25,76,31,87
2014-05-18,36,96,25,76,33,91
2014-05-19,35,96,25,77,33,91
2014-05-20,35,95,26,78,31,88
2014-05-21,33,91,24,76,30,86
2014-05-22,35,96,22,72,31,87
2014-05-23,36,97,22,72,32,90
2014-05-24,35,96,24,75,32,89
2014-05-25,35,96,23,73,31,88
2014-05-26,36,96,23,73,33,91
2014-05-27,37,99,25,77,33,91
2014-05-28,36,98,26,78,33,92
2014-05-29,38,101,24,76,34,94
2014-05-30,37,99,25,76,34,93
2014-05-31,35,94,25,76,32,90
2014-06-01,35,96,25,76,32,90
2014-06-02,34,94,23,73,29,84
2014-06-03,31,87,22,71,28,83
2014-06-04,34,93,23,73,30,85
2014-06-05,33,92,22,72,29,85
2014-06-06,33,92,22,72,30,85
2014-06-07,34,92,22,72,29,85
2014-06-08,34,94,22,71,30,85
2014-06-09,31,88,23,73,28,82
2014-06-10,30,86,23,73,27,80
2014-06-11,33,91,21,70,29,83
2014-06-12,31,88,22,71,28,83
2014-06-13,32,89,21,71,29,83
2014-06-14,33,91,21,70,29,85
2014-06-15,31,87,22,72,28,83
2014-06-16,33,91,21,69,29,84
2014-06-17,30,85,21,70,26,79
2014-06-18,30,86,21,70,27,80
2014-06-19,32,89,21,70,28,82
2014-06-20,31,87,22,71,27,81
2014-06-21,31,88,22,71,28,82
2014-06-22,31,88,21,70,28,82
2014-06-23,32,90,21,71,29,83
2014-06-24,32,89,21,70,29,84
2014-06-25,33,91,21,70,29,84
2014-06-26,33,92,22,71,30,86
2014-06-27,33,92,23,73,31,87
2014-06-28,34,93,25,76,30,87
2014-06-29,33,92,23,74,29,85
2014-06-30,33,91,22,72,29,84
2014-07-01,32,90,22,71,27,81
2014-07-02,32,89,21,69,28,82
2014-07-03,32,90,21,70,28,83
2014-07-04,31,89,21,69,28,82
2014-07-05,30,86,22,71,26,79
2014-07-06,26,78,22,71,23,74
2014-07-07,29,85,21,69,26,78
2014-07-08,28,82,21,71,25,78
2014-07-09,27,81,20,69,25,76
2014-07-10,26,79,21,69,24,75
2014-07-11,27,80,20,68,24,75
2014-07-12,28,83,20,68,25,78
2014-07-13,26,78,21,69,23,74
2014-07-14,24,75,20,68,23,73
2014-07-15,26,79,20,67,24,75
2014-07-16,27,81,19,67,25,77
2014-07-17,30,87,19,67,27,80
2014-07-18,30,85,20,67,26,80
2014-07-19,27,81,20,69,25,77
2014-07-20,27,81,21,69,24,76
2014-07-21,26,79,21,69,25,76
2014-07-22,29,84,20,68,26,78
2014-07-23,28,83,19,67,25,78
2014-07-24,30,85,19,67,26,80
2014-07-25,30,86,19,67,26,79
2014-07-26,30,86,20,68,27,80
2014-07-27,28,83,20,68,25,78
2014-07-28,29,83,21,70,26,78
2014-07-29,31,88,21,69,27,80
2014-07-30,30,87,20,68,27,80
2014-07-31,28,82,21,70,25,77
2014-08-01,28,83,21,70,25,78
2014-08-02,26,79,21,70,25,76
2014-08-03,31,87,20,68,27,80
2014-08-04,27,80,20,69,25,77
2014-08-05,29,84,20,67,26,79
2014-08-06,30,86,20,68,26,79
2014-08-07,27,81,20,68,25,78
2014-08-08,28,83,21,70,25,77
2014-08-09,30,86,20,68,26,80
2014-08-10,27,81,21,69,25,77
2014-08-11,29,85,21,69,26,79
2014-08-12,27,81,20,69,25,76
2014-08-13,31,87,19,67,27,80
2014-08-14,31,88,20,69,27,80
2014-08-15,32,89,20,69,27,80
2014-08-16,31,88,21,70,27,81
2014-08-17,29,85,21,70,26,79
2014-08-18,30,86,21,70,27,81
2014-08-19,32,89,22,72,28,83
2014-08-20,34,93,22,71,30,85
2014-08-21,33,91,23,73,29,84
2014-08-22,32,89,23,73,28,83
2014-08-23,32,89,22,71,28,82
2014-08-24,30,85,22,71,26,79
2014-08-25,29,84,20,68,26,78
2014-08-26,28,82,20,67,24,76
2014-08-27,25,77,20,67,23,73
2014-08-28,23,73,19,66,21,69
2014-08-29,23,74,19,66,21,70
2014-08-30,27,80,19,67,23,74
2014-08-31,26,78,20,68,24,74
2014-09-01,28,83,19,67,25,76
2014-09-02,29,85,19,67,26,79
2014-09-03,29,84,20,67,25,78
2014-09-04,27,81,20,67,25,76
2014-09-05,29,84,19,66,25,78
2014-09-06,27,81,18,65,24,76
2014-09-07,26,78,19,66,24,74
2014-09-08,30,85,18,65,26,78
2014-09-09,29,83,19,65,26,78
2014-09-10,30,86,18,64,26,78
2014-09-11,31,87,18,65,27,80
2014-09-12,31,87,19,67,27,80
2014-09-13,28,83,20,68,25,77
2014-09-14,30,87,19,66,26,79
2014-09-15,29,84,20,67,26,78
2014-09-16,29,85,19,67,25,78
2014-09-17,27,80,20,67,25,76
2014-09-18,27,81,19,66,25,76
2014-09-19,27,81,20,68,25,76
2014-09-20,29,84,21,69,26,78
2014-09-21,29,84,20,68,26,79
2014-09-22,30,87,21,69,27,80
2014-09-23,31,87,21,71,28,82
2014-09-24,31,87,22,72,28,82
2014-09-25,30,85,22,71,27,80
2014-09-26,30,86,21,70,27,80
2014-09-27,30,85,20,69,26,79
2014-09-28,30,85,21,69,26,78
2014-09-29,29,85,20,69,26,78
2014-09-30,30,86,20,68,26,79
2014-10-01,30,87,20,68,27,80
2014-10-02,31,87,20,67,27,81
2014-10-03,31,87,20,68,28,82
2014-10-04,31,87,20,69,27,81
2014-10-05,31,88,20,69,28,82
2014-10-06,30,86,21,70,27,80
2014-10-07,30,85,20,68,26,79
2014-10-08,28,82,20,68,25,77
2014-10-09,29,84,20,68,26,79
2014-10-10,30,85,21,69,26,79
2014-10-11,29,84,21,69,26,78
2014-10-12,28,82,20,68,25,77
2014-10-13,30,85,19,67,26,78
2014-10-14,31,88,19,66,28,82
2014-10-15,30,86,20,68,26,78
2014-10-16,28,83,20,67,25,77
2014-10-17,28,82,20,68,24,76
2014-10-18,27,81,20,67,23,74
2014-10-19,27,80,18,65,23,73
2014-10-20,26,78,19,66,23,73
2014-10-21,27,80,19,67,23,74
2014-10-22,28,82,19,65,24,76
2014-10-23,28,83,18,65,25,76
2014-10-24,27,80,19,66,24,75
2014-10-25,27,81,20,69,24,75
2014-10-26,28,82,21,70,25,76
2014-10-27,26,78,20,69,24,74
2014-10-28,27,80,20,67,24,75
2014-10-29,28,82,18,64,24,75
2014-10-30,28,82,17,62,24,75
2014-10-31,27,81,17,62,24,75
2014-11-01,27,81,18,64,23,74
2014-11-02,26,78,18,64,23,73
2014-11-03,28,83,18,64,25,76
2014-11-04,27,81,17,63,24,74
2014-11-05,27,81,16,62,24,75
2014-11-06,29,84,17,62,24,76
2014-11-07,29,84,17,63,25,78
2014-11-08,29,84,18,64,25,77
2014-11-09,29,85,18,64,25,77
2014-11-10,29,84,19,66,26,79
2014-11-11,29,84,20,67,25,77
2014-11-12,27,81,18,65,24,75
2014-11-13,22,71,19,65,21,70
2014-11-14,26,78,20,68,23,73
2014-11-15,28,83,19,66,24,76
2014-11-16,28,82,17,62,24,75
2014-11-17,28,82,17,62,23,74
2014-11-18,28,82,16,61,24,75
2014-11-19,28,83,17,62,24,75
2014-11-20,28,82,16,61,24,75
2014-11-21,29,84,16,60,24,75
2014-11-22,28,83,15,59,24,75
2014-11-23,28,83,17,62,23,74
2014-11-24,28,82,15,59,23,74
2014-11-25,27,80,16,60,22,72
2014-11-26,27,81,14,57,22,72
2014-11-27,28,82,15,58,22,72
2014-11-28,26,79,14,58,22,72
2014-11-29,24,76,16,61,21,71
2014-11-30,25,77,16,60,22,71
2014-12-01,27,81,16,60,23,74
2014-12-02,28,83,16,61,23,74
2014-12-03,28,82,14,57,22,72
2014-12-04,28,82,14,56,23,73
2014-12-05,28,82,13,55,22,72
2014-12-06,28,82,14,57,23,73
2014-12-07,29,84,16,61,24,76
2014-12-08,28,82,17,63,24,75
2014-12-09,28,83,18,64,24,76
2014-12-10,28,83,18,64,24,75
2014-12-11,26,79,18,64,23,73
2014-12-12,28,82,19,66,24,75
2014-12-13,25,77,18,64,22,72
2014-12-14,27,80,18,65,23,73
2014-12-15,27,80,18,65,23,73
2014-12-16,27,81,17,63,24,74
2014-12-17,26,79,17,62,23,73
2014-12-18,23,74,17,62,21,71
2014-12-19,25,77,18,65,22,71
2014-12-20,25,76,17,62,22,71
2014-12-21,27,80,15,59,22,72
2014-12-22,27,80,15,59,22,72
2014-12-23,27,80,14,58,23,73
2014-12-24,27,81,17,62,23,73
2014-12-25,26,80,15,60,22,71
2014-12-26,26,78,14,57,21,70
2014-12-27,25,77,14,57,21,70
2014-12-28,24,76,17,62,21,70
2014-12-29,27,80,17,62,22,72
2014-12-30,28,83,16,61,24,75
2014-12-31,29,84,17,62,25,76
2015-01-01,28,83,18,65,25,77
2015-01-02,29,83,19,66,25,77
2015-01-03,27,80,18,64,24,75
2015-01-04,29,84,18,64,25,77
2015-01-05,28,82,18,65,25,76
2015-01-06,28,83,18,64,25,77
2015-01-07,28,83,17,63,25,77
